,carat,cut,color,clarity,depth,table,x,y,z,cut_,clarity_,color_,price_predicted
3662,0.7,Fair,G,VS1,65.2,57.0,5.56,5.52,3.61,1,5,4,2636.598111430559
3663,1.02,Premium,F,SI2,62.7,59.0,6.38,6.45,4.02,4,2,5,4191.131010448421
3664,0.8,Ideal,I,VS2,62.6,54.0,5.93,5.96,3.72,5,4,2,2932.4267774557516
3665,1.03,Premium,F,SI2,60.7,60.0,6.47,6.52,3.94,4,2,5,4268.826720315571
3666,0.73,Very Good,D,SI1,63.9,57.0,5.66,5.71,3.63,3,3,7,2896.3317965816477
3667,0.55,Ideal,E,SI2,62.0,56.0,5.27,5.31,3.28,5,2,6,1407.711545767549
3668,0.7,Very Good,E,VS1,61.9,61.0,5.59,5.65,3.48,3,5,6,3276.9995505620745
3669,2.05,Premium,H,SI2,62.5,58.0,8.12,8.08,5.06,4,2,3,13540.8669413954
3670,0.36,Premium,D,SI2,61.2,59.0,4.56,4.59,2.8,4,2,7,647.5054731189038
3671,0.5,Ideal,H,VS1,61.7,59.0,5.07,5.14,3.15,5,5,3,1507.3307327929351
3672,1.51,Good,I,VS2,62.2,59.0,7.19,7.3,4.51,2,4,2,8883.19852805023
3673,0.79,Premium,F,SI1,62.8,55.0,5.94,5.88,3.71,4,3,5,3147.1514759385273
3674,0.44,Premium,I,VVS1,61.5,58.0,4.87,4.95,3.02,4,7,2,1218.3602478014473
3675,0.5,Premium,D,SI1,62.3,58.0,5.07,5.04,3.15,4,3,7,1460.0588522291223
3676,0.44,Premium,E,SI1,62.9,58.0,4.88,4.85,3.06,4,3,6,1099.7729493186248
3677,0.9,Very Good,D,SI1,62.4,63.0,6.15,6.18,3.85,3,3,7,4295.629491230665
3678,0.57,Ideal,E,VS2,61.5,57.0,5.35,5.32,3.28,5,4,6,2099.944008908978
3679,1.14,Very Good,D,IF,59.1,58.0,6.83,6.9,4.06,3,8,7,10734.222366234408
3680,0.51,Very Good,G,VS2,62.4,57.0,5.09,5.11,3.18,3,4,4,1449.6370300825465
3681,0.9,Ideal,F,VS2,62.3,56.0,6.17,6.19,3.85,5,4,5,4717.940238384257
3682,0.71,Very Good,F,SI2,59.5,58.0,5.82,5.87,3.48,3,2,5,2061.295148150414
3683,0.77,Very Good,I,VS2,63.2,58.0,5.79,5.85,3.68,3,4,2,2598.6287484790178
3684,2.01,Good,F,SI2,58.1,64.0,8.23,8.19,4.77,2,2,5,14066.03775151234
3685,0.4,Ideal,D,VS2,61.3,56.0,4.74,4.79,2.92,5,4,7,1125.008834448824
3686,1.5,Very Good,H,IF,63.0,59.0,7.23,7.3,4.58,3,8,3,14231.44634500104
3687,1.15,Ideal,H,VS1,62.7,57.0,6.68,6.64,4.17,5,5,3,7231.856188946702
3688,0.5,Ideal,F,SI2,61.6,57.0,5.14,5.08,3.15,5,2,5,1118.5382626148219
3689,0.72,Ideal,E,SI1,62.3,57.0,5.7,5.76,3.57,5,3,6,2839.6079551509474
3690,1.0,Very Good,E,SI1,59.2,59.0,6.49,6.55,3.86,3,3,6,5019.195726993307
3691,2.05,Premium,G,SI2,60.1,59.0,8.2,8.3,4.96,4,2,4,14663.94966933006
3692,0.7,Ideal,G,VS2,60.0,57.0,5.8,5.84,3.49,5,4,4,2763.2483366874535
3693,0.32,Very Good,D,VVS1,61.9,54.0,4.42,4.46,2.75,3,7,7,920.7079976905071
3694,0.32,Premium,H,VVS1,61.5,59.0,4.37,4.41,2.7,4,7,3,748.4440078196942
3695,0.32,Ideal,E,SI1,61.6,54.0,4.42,4.45,2.73,5,3,6,616.8627636300737
3696,0.41,Premium,E,SI2,62.9,58.0,4.77,4.74,2.99,4,2,6,792.5762650172826
3697,0.3,Very Good,G,VS2,63.0,56.0,4.27,4.3,2.7,3,4,4,533.8051383670595
3698,0.41,Premium,E,VVS1,60.7,58.0,4.8,4.86,2.93,4,7,6,1446.0497318681244
3699,0.4,Good,E,SI1,63.6,57.0,4.65,4.69,2.97,2,3,6,860.1274691386436
3700,0.8,Ideal,D,SI1,61.7,56.0,5.96,6.0,3.69,5,3,7,3613.686131695457
3701,0.3,Very Good,H,SI1,62.9,58.0,4.24,4.28,2.68,3,3,3,429.348624146487
3702,2.06,Ideal,G,SI2,62.3,56.0,8.16,8.09,5.06,5,2,4,15118.339545775169
3703,0.51,Very Good,G,VS2,61.2,55.0,5.13,5.16,3.15,3,4,4,1449.6370300825465
3704,0.35,Good,E,VS2,57.8,60.0,4.64,4.67,2.69,2,4,6,767.9747841983402
3705,0.58,Ideal,I,VVS1,62.3,53.0,5.38,5.4,3.36,5,7,2,2093.788694472949
3706,1.01,Very Good,D,VS2,59.8,60.0,6.46,6.51,3.88,3,4,7,6127.46337165502
3707,0.52,Ideal,I,VS2,61.9,58.0,5.14,5.17,3.19,5,4,2,1303.1390490126178
3708,1.02,Premium,D,SI2,62.8,55.0,6.46,6.38,4.03,4,2,7,4600.495000127966
3709,0.33,Premium,I,VS2,61.0,61.0,4.46,4.43,2.71,4,4,2,541.869092176208
3710,0.8,Ideal,H,SI2,62.4,57.0,5.91,5.83,3.66,5,2,3,2352.3984022564678
3711,0.37,Ideal,D,VS2,61.3,56.0,4.6,4.64,2.83,5,4,7,971.4253979293637
3712,0.32,Premium,E,VVS1,61.8,59.0,4.35,4.39,2.7,4,7,6,906.8513356325188
3713,0.41,Ideal,F,VS2,61.9,56.0,4.76,4.74,2.94,5,4,5,1073.6751684445694
3714,1.33,Ideal,F,VVS2,61.9,55.0,7.02,7.07,4.36,5,6,5,11956.48615416919
3715,1.04,Ideal,I,SI1,63.0,56.0,6.49,6.39,4.06,5,3,2,4185.865359355021
3716,0.71,Premium,E,SI1,62.7,56.0,5.71,5.64,3.56,4,3,6,2707.3730185844574
3717,0.9,Very Good,D,SI1,63.5,57.0,6.15,6.11,3.89,3,3,7,4295.629491230665
3718,1.21,Very Good,F,SI2,61.5,61.0,6.77,6.82,4.18,3,2,5,5624.015293287952
3719,1.2,Ideal,F,VVS1,62.0,56.0,6.76,6.82,4.21,5,7,5,10608.006474156024
3720,1.21,Good,E,VS1,61.7,58.0,6.73,6.78,4.17,2,5,6,8833.426074354793
3721,0.6,Premium,D,SI2,62.0,57.0,5.43,5.35,3.34,4,2,7,1694.057077143261
3722,1.03,Ideal,G,SI2,61.7,55.0,6.48,6.52,4.01,5,2,4,4099.5993467374565
3723,1.21,Very Good,G,VS2,62.3,58.0,6.76,6.8,4.22,3,4,4,7373.840781933954
3724,1.01,Ideal,J,VS2,62.2,54.0,6.41,6.47,4.01,5,4,1,3753.559196373229
3725,0.47,Good,H,VS1,65.1,59.0,4.81,4.87,3.15,2,5,3,1228.9454071128303
3726,0.38,Ideal,I,VS1,62.3,55.0,4.63,4.66,2.89,5,5,2,803.5976646098792
3727,0.3,Premium,G,VS1,61.8,59.0,4.34,4.37,2.69,4,5,4,610.737001464399
3728,1.04,Ideal,H,SI1,61.6,55.0,6.51,6.54,4.02,5,3,3,4683.360032597075
3729,0.92,Premium,E,SI2,61.7,59.0,6.27,6.18,3.84,4,2,6,3629.8776538261573
3730,0.31,Good,G,VS2,63.4,59.0,4.29,4.32,2.73,2,4,4,546.1878803145041
3731,0.3,Premium,I,VS1,60.8,59.0,4.32,4.3,2.62,4,5,2,504.05444766861734
3732,1.0,Premium,D,SI1,61.3,61.0,6.52,6.39,3.96,4,3,7,5384.347010002646
3733,0.9,Good,G,VVS1,64.0,55.0,6.05,6.02,3.86,2,7,4,5314.741120896417
3734,1.51,Good,G,VS1,64.0,57.0,7.31,7.2,4.64,2,5,4,11980.117741743308
3735,1.6,Good,E,SI1,63.6,58.0,7.38,7.44,4.71,2,3,6,11697.368647605213
3736,1.2,Premium,I,VS2,62.2,61.0,6.74,6.73,4.19,4,4,2,6158.683328500625
3737,0.36,Premium,D,VS2,61.0,58.0,4.62,4.59,2.81,4,4,7,903.0920829979273
3738,2.12,Ideal,D,SI2,62.9,55.0,8.17,8.14,5.13,5,2,7,18633.48202680361
3739,0.7,Fair,F,SI2,64.8,57.0,5.65,5.59,3.64,1,2,5,1806.6820792251756
3740,1.05,Premium,F,VS2,62.3,59.0,6.5,6.46,4.04,4,4,5,6173.364821624178
3741,1.13,Very Good,E,SI2,60.3,58.0,6.78,6.86,4.11,3,2,6,5200.521438463107
3742,0.32,Ideal,G,VS2,61.4,55.0,4.46,4.4,2.72,5,4,4,632.971926082907
3743,1.23,Ideal,J,VS2,61.7,57.0,6.87,6.8,4.22,5,4,1,5439.708308968746
3744,0.33,Ideal,G,SI2,62.9,55.0,4.46,4.41,2.79,5,2,4,480.90222573068485
3745,1.05,Very Good,G,SI2,63.2,54.0,6.52,6.49,4.11,3,2,4,4047.95315083647
3746,0.32,Premium,G,VS2,60.1,61.0,4.44,4.41,2.66,4,4,4,619.5983193909709
3747,0.3,Ideal,G,IF,62.3,54.0,4.32,4.35,2.7,5,8,4,781.8115896517818
3748,0.57,Ideal,F,SI2,61.0,56.0,5.37,5.32,3.26,5,2,5,1431.489483404874
3749,1.01,Very Good,E,SI1,63.2,59.0,6.28,6.25,3.96,3,3,6,5114.1113054360085
3750,0.5,Ideal,E,VS2,61.4,55.0,5.12,5.14,3.15,5,4,6,1640.8557314207753
3751,1.62,Premium,F,VS1,61.3,57.0,7.6,7.55,4.64,4,5,5,15545.552231268653
3752,1.0,Ideal,G,VS1,62.9,57.0,6.36,6.32,3.99,5,5,4,6019.712148345154
3753,0.51,Ideal,G,VVS2,62.6,57.0,5.1,5.12,3.2,5,6,4,1849.3130947042657
3754,1.01,Ideal,G,VS2,61.6,56.0,6.46,6.43,3.97,5,4,4,5510.5739133577335
3755,0.25,Very Good,D,VS1,62.1,60.0,4.03,4.05,2.51,3,5,7,492.19166731537376
3756,0.53,Ideal,G,SI2,62.4,56.0,5.18,5.14,3.22,5,2,4,1173.4214006235718
3757,2.02,Good,F,SI2,61.9,61.0,8.06,8.02,4.98,2,2,5,14198.082040811283
3758,0.33,Ideal,E,VS1,61.5,56.0,4.45,4.5,2.75,5,5,6,835.2810060776125
3759,0.6,Good,G,SI1,65.3,56.0,5.21,5.26,3.42,2,3,4,1649.3979162322175
3760,0.4,Premium,F,SI1,62.6,59.0,4.74,4.68,2.95,4,3,5,873.8566702107322
3761,0.86,Very Good,H,SI1,59.7,59.0,6.14,6.23,3.69,3,3,3,3118.420275556599
3762,0.56,Ideal,H,VVS1,62.3,55.0,5.26,5.3,3.29,5,7,3,2192.8663947008745
3763,0.52,Ideal,F,SI2,60.9,57.0,5.22,5.2,3.17,5,2,5,1204.2600436660402
3764,0.3,Good,I,SI1,63.3,59.0,4.22,4.25,2.68,2,3,2,369.1356418846075
3765,0.91,Premium,D,VS2,62.7,59.0,6.16,6.13,3.85,4,4,7,5175.908814890832
3766,1.02,Premium,G,VS2,62.1,59.0,6.47,6.41,4.0,4,4,4,5495.136687155938
3767,1.2,Fair,F,SI2,63.4,60.0,6.56,6.65,4.19,1,2,5,4984.260033955809
3768,0.39,Ideal,G,VVS2,62.1,56.0,4.67,4.7,2.91,5,6,4,1115.989690117695
3769,1.0,Very Good,G,VS2,63.0,59.0,6.36,6.4,4.02,3,4,4,5150.2703259412065
3770,0.32,Ideal,G,VVS1,61.8,56.0,4.39,4.41,2.72,5,7,4,828.0146556833297
3771,0.53,Premium,D,SI2,59.3,61.0,5.29,5.26,3.13,4,2,7,1341.2027709040358
3772,1.5,Premium,H,VS2,62.4,59.0,7.29,7.32,4.56,4,4,3,10488.587220387135
3773,0.38,Premium,F,SI1,62.0,58.0,4.6,4.63,2.86,4,3,5,793.4132295860122
3774,0.56,Ideal,E,SI1,61.7,56.0,5.33,5.3,3.28,5,3,6,1769.1603372952206
3775,1.13,Ideal,H,SI1,62.3,56.0,6.69,6.66,4.16,5,3,3,5475.468443365874
3776,1.21,Premium,H,VS2,60.5,60.0,6.95,6.9,4.19,4,4,3,6999.158214514158
3777,1.09,Premium,H,SI2,62.0,57.0,6.61,6.55,4.08,4,2,3,4122.4750433863555
3778,0.44,Very Good,D,VS2,62.8,58.0,4.79,4.86,3.03,3,4,7,1281.9085246809468
3779,0.3,Good,F,SI2,63.4,56.0,4.26,4.29,2.71,2,2,5,391.63697050648904
3780,0.29,Premium,F,SI1,62.4,58.0,4.24,4.26,2.65,4,3,5,476.971361841753
3781,0.31,Premium,F,VS2,58.3,61.0,4.48,4.44,2.6,4,4,5,620.8572223674722
3782,1.11,Ideal,H,SI2,62.6,56.0,6.58,6.65,4.14,5,2,3,4358.121274221526
3783,1.04,Ideal,G,VS2,61.4,57.0,6.53,6.5,4.0,5,4,4,5822.777830470644
3784,0.36,Ideal,F,VS2,60.9,57.0,4.61,4.58,2.8,5,4,5,840.4907262451684
3785,1.07,Premium,D,SI1,60.2,55.0,6.68,6.64,4.01,4,3,7,6115.827088078997
3786,1.02,Very Good,J,SI2,63.1,58.0,6.38,6.34,4.01,3,2,1,2610.837248697099
3787,0.41,Ideal,H,VVS1,61.4,56.0,4.77,4.8,2.94,5,7,3,1219.216033418944
3788,0.76,Very Good,H,SI1,61.4,57.0,5.89,5.94,3.63,3,3,3,2470.9260769749385
3789,0.72,Ideal,E,SI1,62.0,57.0,5.7,5.75,3.55,5,3,6,2839.6079551509474
3790,1.33,Premium,H,VS2,60.7,59.0,7.08,7.13,4.31,4,4,3,8363.019725134976
3791,0.37,Ideal,F,VS2,61.7,55.0,4.61,4.73,2.88,5,4,5,884.9854438458701
3792,0.4,Good,F,I1,63.3,60.4,4.64,4.68,2.95,2,1,5,482.6394933397024
3793,0.7,Premium,J,VS1,62.0,58.0,5.68,5.74,3.54,4,5,1,2050.7233403411547
3794,2.02,Premium,E,SI2,60.4,57.0,8.21,8.18,4.95,4,2,6,15957.652136894216
3795,0.31,Ideal,G,IF,61.2,55.0,4.4,4.42,2.7,5,8,4,831.5975819269038
3796,1.02,Premium,H,SI1,60.5,60.0,6.58,6.51,3.96,4,3,3,4419.832644070475
3797,0.31,Ideal,D,SI1,61.5,56.0,4.35,4.33,2.67,5,3,7,606.4166230549143
3798,2.04,Premium,H,SI1,62.2,60.0,8.07,8.0,5.0,4,3,3,16299.283173058317
3799,1.97,Very Good,H,VS2,62.9,59.0,7.9,8.01,5.0,3,4,3,17046.307182878467
3800,0.54,Ideal,F,VS2,61.4,57.0,5.2,5.25,3.21,5,4,5,1803.2994091044839
3801,1.13,Premium,H,SI2,61.1,59.0,6.73,6.65,4.09,4,2,3,4411.910109854394
3802,0.38,Very Good,E,SI2,61.6,57.0,4.61,4.65,2.85,3,2,6,668.272279437371
3803,0.7,Very Good,F,SI1,62.4,56.0,5.64,5.7,3.54,3,3,5,2438.16054510384
3804,1.6,Premium,I,SI1,62.1,58.0,7.51,7.47,4.65,4,3,2,9220.351029790092
3805,1.0,Good,G,SI1,62.2,65.0,6.28,6.22,3.89,2,3,4,4315.290494085807
3806,0.32,Ideal,E,VS2,62.6,53.0,4.38,4.37,2.74,5,4,6,708.201331356117
3807,0.3,Ideal,E,VS2,62.5,56.0,4.3,4.28,2.68,5,4,6,627.1707612621512
3808,1.0,Ideal,F,SI1,62.7,57.0,6.44,6.38,4.02,5,3,5,5011.109956550807
3809,0.72,Ideal,I,VVS2,62.2,54.0,5.73,5.78,3.58,5,6,2,2921.4462726328225
3810,0.42,Very Good,E,VS1,62.8,57.8,4.8,4.83,3.03,3,5,6,1252.5405271322443
3811,0.9,Very Good,I,SI1,61.8,58.0,6.2,6.26,3.85,3,3,2,3036.2349792311306
3812,0.7,Good,E,SI1,63.6,62.0,5.57,5.6,3.55,2,3,6,2466.8426968478148
3813,1.06,Ideal,I,SI1,61.8,55.0,6.54,6.57,4.04,5,3,2,4338.706882353877
3814,0.52,Ideal,G,VVS1,60.7,55.0,5.19,5.29,3.18,5,7,4,2065.480577238064
3815,0.43,Premium,H,VS1,60.0,59.0,4.86,4.98,2.95,4,5,3,1110.7380049195392
3816,0.31,Ideal,E,SI1,60.1,57.0,4.36,4.39,2.63,5,3,6,581.0703739520415
3817,1.0,Fair,E,SI1,57.4,61.0,6.53,6.63,3.78,1,3,6,4518.288698448915
3818,1.09,Ideal,F,SI1,62.0,56.0,6.61,6.59,4.09,5,3,5,5893.84186539885
3819,1.18,Very Good,E,I1,62.5,58.0,6.62,6.75,4.18,3,1,6,4045.392016067388
3820,1.11,Ideal,I,SI1,61.4,60.0,6.61,6.65,4.07,5,3,2,4732.029337613071
3821,0.31,Very Good,F,VS1,60.9,56.0,4.37,4.38,2.66,3,5,5,672.2799032979835
3822,1.27,Premium,I,VS1,59.5,61.0,7.08,7.04,4.2,4,5,2,7627.121224129967
3823,0.3,Premium,F,VS2,62.2,60.0,4.27,4.22,2.64,4,4,5,583.6878106850583
3824,0.85,Ideal,E,VS1,63.0,57.0,6.08,5.99,3.8,5,5,6,4959.7736800027205
3825,0.28,Very Good,G,VS2,62.0,56.0,4.16,4.19,2.59,3,4,4,468.7806154664029
3826,0.32,Ideal,H,SI1,61.2,56.0,4.43,4.46,2.72,5,3,3,509.1101715850739
3827,1.71,Good,I,VS1,63.7,58.0,7.58,7.54,4.81,2,5,2,12496.506149354422
3828,1.06,Premium,H,VS2,62.6,58.0,6.54,6.49,4.08,4,4,3,5455.3996003470775
3829,0.33,Very Good,H,VVS2,61.9,56.0,4.44,4.47,2.76,3,6,3,716.52365481391
3830,0.75,Very Good,D,VVS2,59.4,59.0,5.88,5.94,3.51,3,6,7,4250.473588739597
3831,1.01,Very Good,H,VS2,61.2,57.0,6.49,6.41,3.95,3,4,3,4845.756402880412
3832,0.36,Ideal,I,VS1,60.5,57.0,4.56,4.59,2.77,5,5,2,725.821374085015
3833,0.32,Premium,G,VS1,60.6,60.0,4.4,4.44,2.68,4,5,4,689.6443269694121
3834,0.91,Ideal,F,SI2,62.2,56.0,6.17,6.14,3.83,5,2,5,3453.8137664620385
3835,0.39,Ideal,E,VS1,62.3,54.4,4.66,4.69,2.91,5,5,6,1144.0025754597627
3836,1.3,Premium,H,SI2,60.4,61.0,7.09,7.04,4.27,4,2,3,5744.070348653649
3837,1.18,Ideal,E,I1,61.6,56.0,6.82,6.79,4.19,5,1,6,4248.067177238883
3838,1.7,Very Good,F,VS2,60.8,60.0,7.65,7.68,4.66,3,4,5,14878.11384106576
3839,0.56,Very Good,E,VVS2,60.3,57.0,5.33,5.37,3.23,3,6,6,2349.7682040587556
3840,0.24,Ideal,I,VS1,62.0,56.0,4.0,4.01,2.48,5,5,2,338.29442340466824
3841,2.15,Premium,G,SI2,58.9,58.0,8.46,8.41,4.97,4,2,4,16039.646172564819
3842,1.17,Very Good,H,SI1,59.6,62.0,6.88,6.82,4.08,3,3,3,5567.162930289176
3843,0.31,Premium,H,SI2,59.5,59.0,4.39,4.45,2.63,4,2,3,386.41798106253503
3844,1.71,Premium,J,SI1,62.9,58.0,7.64,7.58,4.79,4,3,1,8624.562138068337
3845,0.42,Ideal,G,VS1,61.9,56.0,4.77,4.82,2.97,5,5,4,1175.5747765799329
3846,1.02,Very Good,D,VS2,63.7,55.0,6.42,6.45,4.1,3,4,7,6242.184612576461
3847,1.2,Very Good,E,VS2,60.7,59.0,6.79,6.86,4.14,3,4,6,8122.325691329833
3848,1.01,Ideal,E,VS2,62.5,54.0,6.39,6.42,4.0,5,4,6,6165.511646191205
3849,0.32,Ideal,G,SI2,62.2,53.0,4.4,4.44,2.75,5,2,4,453.83277540064176
3850,0.5,Premium,E,VS2,60.5,60.0,5.09,5.13,3.09,4,4,6,1606.1872757026374
3851,1.23,Good,D,I1,63.7,58.0,6.79,6.72,4.3,2,1,7,4391.208713777412
3852,1.8,Premium,I,SI2,61.8,59.0,7.9,7.8,4.85,4,2,2,9474.017812819147
3853,1.51,Ideal,H,VS2,62.5,56.0,7.37,7.33,4.57,5,4,3,10849.862290602476
3854,0.54,Ideal,H,VS1,61.6,59.0,5.22,5.24,3.22,5,5,3,1742.3562524502402
3855,0.3,Ideal,G,VVS2,62.7,57.0,4.32,4.26,2.69,5,6,4,680.9793154541684
3856,1.68,Ideal,G,VS2,62.5,54.0,7.61,7.64,4.76,5,4,4,14363.513329592703
3857,0.77,Ideal,D,VS2,61.3,56.0,5.87,5.9,3.61,5,4,7,3860.7033960656718
3858,1.1,Premium,F,SI1,59.5,59.0,6.7,6.77,4.01,4,3,5,5869.37125380565
3859,0.76,Very Good,G,VS2,61.1,57.0,5.84,5.95,3.6,3,4,4,3072.0793365448462
3860,1.02,Very Good,I,SI2,62.8,56.0,6.42,6.38,4.02,3,2,2,3163.41799969421
3861,1.25,Ideal,F,VVS1,62.2,56.0,6.89,6.93,4.3,5,7,5,11455.459682037044
3862,0.33,Premium,I,VS1,61.1,59.0,4.44,4.47,2.72,4,5,2,603.1277582332858
3863,0.5,Ideal,H,SI1,62.2,53.0,5.06,5.14,3.17,5,3,3,1179.574657633504
3864,0.28,Very Good,F,VVS2,61.6,56.0,4.2,4.23,2.59,3,6,5,605.8029459847019
3865,0.31,Very Good,H,VVS2,62.6,56.0,4.33,4.36,2.72,3,6,3,636.9565098182135
3866,0.51,Premium,D,VS2,61.9,62.0,5.12,5.09,3.16,4,4,7,1739.9247849474762
3867,1.55,Ideal,E,VVS2,62.5,55.0,7.38,7.4,4.62,5,6,6,16776.42864391605
3868,0.43,Ideal,G,SI1,62.6,56.0,4.79,4.82,3.01,5,3,4,961.6282637154495
3869,0.77,Very Good,H,VS1,62.2,57.0,5.81,5.86,3.63,3,5,3,3236.1710325769386
3870,0.9,Good,F,SI2,64.2,62.0,6.0,6.08,3.88,2,2,5,3098.7124472905307
3871,1.71,Ideal,J,VS1,62.1,55.0,7.73,7.65,4.78,5,5,1,11258.859339059132
3872,1.0,Good,D,SI1,57.6,62.0,6.62,6.5,3.78,2,3,7,5038.771814374907
3873,0.52,Very Good,E,SI1,62.8,57.0,5.09,5.13,3.21,3,3,6,1465.3483648080498
3874,0.31,Ideal,H,VS2,61.9,55.0,4.38,4.35,2.7,5,4,3,550.5796250678515
3875,0.33,Premium,G,VS2,61.3,59.0,4.46,4.44,2.73,4,4,4,656.555072716082
3876,1.51,Fair,E,VS2,65.0,58.0,7.06,7.12,4.61,1,4,6,11269.641211787262
3877,0.82,Ideal,H,VS1,61.5,56.0,6.0,6.04,3.7,5,5,3,3825.64534609312
3878,1.04,Good,J,SI1,64.2,58.0,6.42,6.34,4.1,2,3,1,3164.651608648541
3879,1.5,Premium,E,VS2,61.8,59.0,7.38,7.31,4.54,4,4,6,12708.48484366202
3880,2.02,Very Good,H,VS2,62.7,58.0,7.96,8.01,5.01,3,4,3,17869.987883855443
3881,0.52,Ideal,G,VS1,61.2,56.0,5.19,5.23,3.19,5,5,4,1757.4479723421389
3882,0.34,Good,E,SI1,63.5,55.0,4.44,4.47,2.83,2,3,6,633.3979626427375
3883,1.04,Ideal,G,VS2,61.9,54.0,6.53,6.56,4.05,5,4,4,5822.777830470644
3884,1.54,Premium,I,SI1,61.8,57.0,7.43,7.37,4.57,4,3,2,8580.157904884301
3885,0.7,Fair,J,VS2,64.6,58.0,5.58,5.56,3.6,1,4,1,1613.5240280680157
3886,1.52,Good,J,SI1,63.6,60.0,7.25,7.21,4.6,2,3,1,6465.7894193780085
3887,1.1,Premium,E,SI2,60.7,58.0,6.77,6.65,4.07,4,2,6,5081.619408167145
3888,0.4,Premium,E,SI2,60.5,59.0,4.74,4.78,2.88,4,2,6,756.572863306257
3889,0.71,Good,E,SI2,58.8,63.0,5.75,5.88,3.42,2,2,6,2085.543912386672
3890,0.31,Ideal,E,VS2,61.6,57.0,4.38,4.35,2.69,5,4,6,667.1091800431866
3891,0.37,Premium,E,VS2,63.0,58.0,4.58,4.53,2.87,4,4,6,911.1562790482665
3892,1.01,Very Good,E,VS2,60.4,58.0,6.47,6.6,3.95,3,4,6,5871.355265310069
3893,0.57,Very Good,I,SI1,61.1,61.0,5.34,5.37,3.27,3,3,2,1284.8715027471803
3894,0.4,Good,E,SI1,63.3,56.0,4.68,4.74,2.98,2,3,6,860.1274691386436
3895,0.36,Ideal,E,VS2,62.1,55.0,4.54,4.58,2.83,5,4,6,884.0236588054623
3896,0.3,Premium,E,IF,61.9,58.0,4.3,4.26,2.65,4,8,6,856.2491973087125
3897,1.01,Ideal,F,SI2,60.5,57.0,6.49,6.53,3.94,5,2,5,4202.9049555080455
3898,1.5,Ideal,H,SI1,61.3,57.0,7.38,7.4,4.53,5,3,3,9333.037862565225
3899,0.57,Very Good,F,VS1,63.2,56.0,5.27,5.31,3.34,3,5,5,2116.2205490098568
3900,0.9,Very Good,H,SI1,58.7,59.0,6.3,6.35,3.71,3,3,3,3397.0948252132366
3901,0.51,Ideal,H,VVS2,60.1,57.0,5.19,5.22,3.12,5,6,3,1707.6778844068872
3902,0.27,Very Good,E,VVS2,61.7,58.0,4.12,4.15,2.55,3,6,6,595.0120589887115
3903,0.7,Very Good,G,SI1,63.6,58.0,5.61,5.65,3.58,3,3,4,2292.0335520103104
3904,1.75,Good,I,VS1,58.3,59.0,7.92,7.97,4.63,2,5,2,13052.539466165375
3905,1.0,Fair,E,SI1,57.4,62.0,6.54,6.59,3.77,1,3,6,4518.288698448915
3906,0.5,Very Good,F,VS2,63.0,58.0,5.05,5.08,3.19,3,4,5,1485.6232016447507
3907,1.51,Ideal,F,VS2,62.4,53.0,7.37,7.32,4.58,5,4,5,12498.849686725269
3908,1.2,Good,G,VS2,65.2,56.0,6.61,6.67,4.33,2,4,4,6983.229336358434
3909,0.4,Very Good,F,VS1,61.2,58.0,4.74,4.86,2.94,3,5,5,1086.342525430639
3910,0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54,5,5,3,2916.947771193876
3911,0.43,Ideal,G,VS1,61.3,57.0,4.88,4.85,2.98,5,5,4,1228.8258534891033
3912,0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,5,4,5,634.2580016206368
3913,0.43,Very Good,F,VS1,62.2,61.0,4.75,4.83,2.98,3,5,5,1244.803800137902
3914,0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,5,5,1,1240.806243910365
3915,0.76,Very Good,I,SI1,62.0,56.0,5.81,5.84,3.61,3,3,2,2208.449446369143
3916,0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,5,4,4,2002.7815793641955
3917,0.42,Premium,D,VVS2,59.6,59.0,4.9,4.96,2.94,4,6,7,1466.5476131659987
3918,0.52,Very Good,E,SI1,59.3,59.0,5.26,5.3,3.13,3,3,6,1465.3483648080498
3919,0.31,Ideal,G,VS1,62.3,54.0,4.35,4.38,2.72,5,5,4,663.650710145806
3920,0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,5,3,6,2839.6079551509474
3921,0.72,Premium,G,SI1,60.8,58.0,5.8,5.74,3.51,4,3,4,2484.3448308289626
3922,0.25,Very Good,E,VVS1,62.9,59.0,3.99,4.02,2.52,3,7,6,554.2816882830045
3923,0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19,5,5,5,1802.379762663568
3924,1.51,Premium,I,VS1,60.0,58.0,7.51,7.45,4.49,4,5,2,10565.563273914226
3925,0.45,Ideal,I,VS1,61.9,54.0,4.95,4.97,3.07,5,5,2,1104.8074215727947
3926,1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67,4,5,4,16899.744799754368
3927,0.71,Ideal,E,VS1,62.3,56.0,5.66,5.7,3.54,5,5,6,3534.3164680860446
3928,0.59,Ideal,F,VS2,60.2,57.0,5.48,5.44,3.29,5,4,5,2130.4675156188837
3929,1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16,3,3,5,6208.428973170603
3930,0.47,Ideal,E,VS1,61.5,55.0,5.01,5.04,3.09,5,5,6,1625.5185860312981
