,carat,cut,color,clarity,depth,table,price,x,y,z,clarity_,color_
36858,0.5,Very Good,E,SI2,62.4,57.0,1154.0,5.03,5.07,3.15,1,5
36859,0.54,Premium,F,SI2,59.6,60.0,1154.0,5.25,5.28,3.14,1,4
36860,0.5,Ideal,E,SI2,62.5,57.0,1154.0,5.04,5.07,3.16,1,5
36861,0.5,Very Good,E,SI2,61.3,56.0,1154.0,5.08,5.13,3.13,1,5
36862,0.54,Ideal,H,SI1,62.2,56.0,1154.0,5.19,5.26,3.25,2,2
36863,0.54,Premium,H,SI1,61.0,58.0,1154.0,5.23,5.27,3.2,2,2
36864,0.5,Ideal,E,SI2,61.4,57.0,1154.0,5.09,5.14,3.14,1,5
36865,0.5,Very Good,E,SI2,61.4,58.0,1154.0,5.09,5.11,3.13,1,5
36866,0.5,Very Good,E,SI2,61.7,58.0,1154.0,5.06,5.12,3.14,1,5
36867,0.5,Premium,E,SI2,59.5,59.0,1154.0,5.16,5.19,3.08,1,5
36868,0.38,Ideal,E,VVS1,61.5,56.0,1154.0,4.67,4.7,2.88,6,5
36869,0.41,Ideal,E,VS1,60.8,56.0,1154.0,4.84,4.8,2.93,4,5
36870,0.51,Ideal,H,SI1,59.8,57.0,1154.0,5.22,5.25,3.13,2,2
36871,0.39,Ideal,G,IF,61.7,55.0,1154.0,4.68,4.72,2.9,7,3
36872,0.45,Good,G,VS1,58.1,61.2,1154.0,5.02,5.07,2.93,4,3
36873,0.31,Ideal,F,IF,60.2,57.0,1155.0,4.38,4.44,2.65,7,4
36874,0.44,Ideal,G,VVS2,61.8,56.0,1155.0,4.94,4.9,3.04,5,3
36875,0.44,Premium,G,VVS2,60.9,57.0,1155.0,4.93,4.89,2.99,5,3
36876,0.44,Premium,G,VVS2,61.3,60.0,1155.0,4.94,4.88,3.01,5,3
36877,0.44,Premium,F,VS1,61.9,59.0,1155.0,4.88,4.84,3.01,4,4
36878,0.44,Premium,F,VS1,61.2,61.0,1155.0,4.88,4.83,2.97,4,4
36879,0.44,Ideal,E,VS1,61.5,56.0,1155.0,4.92,4.9,3.02,4,5
36880,0.5,Fair,H,VS1,66.5,60.0,1155.0,4.93,4.85,3.25,4,2
36881,0.5,Premium,E,SI1,61.4,58.0,1155.0,5.17,5.09,3.15,2,5
36882,0.5,Good,E,SI1,64.0,56.0,1155.0,5.03,4.97,3.2,2,5
36883,0.5,Good,E,SI1,64.2,59.0,1155.0,5.03,4.97,3.21,2,5
36884,0.4,Premium,G,VVS1,60.3,58.0,1155.0,4.83,4.79,2.9,6,3
36885,0.5,Premium,E,SI1,62.4,58.0,1155.0,5.06,5.01,3.14,2,5
36886,0.44,Ideal,D,VS2,60.4,56.0,1155.0,4.95,4.91,2.98,3,6
36887,0.5,Very Good,E,SI1,63.4,58.0,1155.0,5.09,5.01,3.2,2,5
36888,0.5,Premium,E,SI1,61.4,59.0,1155.0,5.09,5.01,3.1,2,5
36889,0.5,Good,E,SI1,63.7,59.0,1155.0,5.07,5.01,3.21,2,5
36890,0.53,Good,E,SI1,63.6,56.0,1156.0,5.19,5.1,3.27,2,5
36891,0.46,Premium,E,VS2,61.3,57.0,1156.0,5.02,4.99,3.07,3,5
36892,0.5,Fair,F,SI2,61.1,67.0,1156.0,5.07,5.04,3.09,1,4
36893,0.5,Premium,H,SI1,59.0,59.0,1156.0,5.22,5.18,3.07,2,2
36894,0.58,Fair,D,SI2,65.1,58.0,1156.0,5.25,5.22,3.41,1,6
36895,0.38,Very Good,E,VVS2,59.7,63.0,1157.0,4.71,4.73,2.82,5,5
36896,0.5,Good,D,SI2,63.2,56.0,1157.0,5.01,5.05,3.18,1,6
36897,0.41,Ideal,F,VVS1,62.3,56.0,1157.0,4.77,4.79,2.98,6,4
36898,0.46,Good,F,VS1,56.5,61.0,1157.0,5.11,5.05,2.87,4,4
36899,0.4,Ideal,E,VVS2,61.5,56.0,1158.0,4.74,4.79,2.93,5,5
36900,0.4,Ideal,E,VVS2,61.8,56.0,1158.0,4.74,4.77,2.94,5,5
36901,0.4,Ideal,E,VVS2,62.2,56.0,1158.0,4.71,4.78,2.95,5,5
36902,0.4,Ideal,E,VVS2,61.7,56.0,1158.0,4.73,4.77,2.93,5,5
36903,0.4,Ideal,E,VVS2,61.7,55.0,1158.0,4.74,4.76,2.93,5,5
36904,0.4,Ideal,E,VVS2,62.1,55.0,1158.0,4.74,4.76,2.95,5,5
36905,0.4,Ideal,H,IF,62.7,57.0,1158.0,4.68,4.7,2.94,7,2
36906,0.4,Ideal,E,VVS2,62.1,56.0,1158.0,4.7,4.73,2.93,5,5
36907,0.4,Ideal,E,VVS2,61.8,55.0,1158.0,4.74,4.78,2.94,5,5
36908,0.58,Ideal,I,SI2,61.3,56.0,1158.0,5.38,5.45,3.32,1,1
36909,0.52,Ideal,D,SI2,61.0,56.0,1158.0,5.17,5.22,3.17,1,6
36910,0.73,Fair,F,I1,66.9,54.0,1158.0,5.62,5.54,3.74,0,4
36911,0.43,Premium,D,VVS2,59.5,59.0,1159.0,4.95,4.97,2.95,5,6
36912,0.62,Premium,H,SI2,61.0,62.0,1159.0,5.47,5.42,3.32,1,2
36913,0.53,Premium,H,SI1,61.2,60.0,1159.0,5.22,5.1,3.16,2,2
36914,0.41,Very Good,D,VVS2,62.5,54.0,1160.0,4.79,4.81,3.0,5,6
36915,0.41,Very Good,E,VS1,63.4,55.0,1160.0,4.7,4.73,2.99,4,5
36916,0.59,Very Good,H,SI2,60.3,56.0,1160.0,5.43,5.48,3.29,1,2
36917,0.53,Very Good,E,SI2,58.3,62.0,1160.0,5.3,5.36,3.11,1,5
36918,0.51,Fair,G,SI1,64.5,56.0,1160.0,5.06,5.01,3.25,2,3
36919,0.44,Ideal,G,VVS1,62.0,54.0,1160.0,4.89,4.91,3.04,6,3
36920,0.38,Ideal,F,VVS1,60.9,57.0,1160.0,4.73,4.69,2.87,6,4
36921,0.38,Ideal,E,VVS1,62.4,54.0,1160.0,4.64,4.66,2.9,6,5
36922,0.5,Ideal,H,SI1,59.2,62.0,1160.0,5.17,5.2,3.07,2,2
36923,0.41,Very Good,F,VVS1,62.3,54.0,1161.0,4.75,4.79,2.97,6,4
36924,0.52,Very Good,H,SI1,62.6,59.0,1161.0,5.06,5.13,3.19,2,2
36925,0.62,Ideal,I,SI2,62.5,55.0,1161.0,5.45,5.49,3.42,1,1
36926,0.51,Ideal,H,SI1,62.1,54.0,1161.0,5.13,5.15,3.19,2,2
36927,0.51,Ideal,H,SI1,61.3,57.0,1161.0,5.1,5.14,3.14,2,2
36928,0.35,Very Good,D,VVS2,60.0,56.0,1162.0,4.61,4.63,2.77,5,6
36929,0.37,Ideal,E,VVS2,61.6,55.0,1162.0,4.62,4.63,2.85,5,5
36930,0.35,Ideal,D,VVS2,60.8,56.0,1162.0,4.58,4.6,2.79,5,6
36931,0.54,Ideal,F,SI2,61.2,56.0,1162.0,5.27,5.28,3.23,1,4
36932,0.46,Very Good,I,VVS1,62.9,57.0,1163.0,4.91,4.95,3.1,6,1
36933,0.34,Ideal,E,IF,62.0,56.0,1163.0,4.47,4.5,2.78,7,5
36934,0.34,Ideal,E,IF,62.0,56.0,1163.0,4.49,4.51,2.79,7,5
36935,0.54,Ideal,E,SI2,62.1,56.0,1163.0,5.18,5.22,3.23,1,5
36936,0.54,Good,E,SI2,63.4,56.0,1163.0,5.14,5.18,3.27,1,5
36937,0.54,Good,E,SI2,63.8,54.0,1163.0,5.17,5.18,3.3,1,5
36938,0.54,Very Good,E,SI2,61.9,58.0,1163.0,5.19,5.24,3.23,1,5
36939,0.36,Ideal,G,VVS1,61.7,55.0,1163.0,4.58,4.6,2.83,6,3
36940,0.51,Ideal,H,VS2,61.6,55.0,1163.0,5.13,5.16,3.17,3,2
36941,0.41,Ideal,H,VS2,60.7,55.0,1163.0,4.83,4.86,2.94,3,2
36942,0.41,Ideal,H,VS2,61.7,56.0,1163.0,4.77,4.79,2.95,3,2
36943,0.47,Ideal,G,SI1,60.8,56.0,1163.0,5.0,5.03,3.05,2,3
36944,0.36,Ideal,H,IF,61.3,57.0,1163.0,4.59,4.61,2.82,7,2
36945,0.4,Ideal,F,VVS2,61.7,55.0,1163.0,4.76,4.74,2.93,5,4
36946,0.4,Ideal,F,VVS2,61.7,56.0,1163.0,4.74,4.72,2.92,5,4
36947,0.4,Ideal,F,VVS2,62.4,56.0,1163.0,4.74,4.72,2.95,5,4
36948,0.4,Premium,F,VVS2,60.8,59.0,1163.0,4.76,4.72,2.88,5,4
36949,0.4,Premium,F,VVS2,60.8,59.0,1163.0,4.73,4.71,2.87,5,4
36950,0.4,Premium,F,VVS2,62.2,59.0,1163.0,4.7,4.65,2.91,5,4
36951,0.4,Ideal,F,VVS2,62.8,57.0,1163.0,4.73,4.66,2.95,5,4
36952,0.4,Ideal,F,VVS2,62.4,57.0,1163.0,4.73,4.69,2.94,5,4
36953,0.4,Ideal,F,VVS2,62.8,56.0,1163.0,4.73,4.69,2.96,5,4
36954,0.4,Premium,F,VVS2,60.7,58.0,1163.0,4.75,4.7,2.87,5,4
36955,0.51,Premium,H,SI1,60.0,61.0,1163.0,5.2,5.17,3.11,2,2
36956,0.4,Very Good,E,VVS1,63.4,57.0,1164.0,4.64,4.66,2.95,6,5
36957,0.42,Good,F,VVS1,61.2,64.0,1164.0,4.75,4.8,2.92,6,4
36958,0.46,Very Good,I,VVS1,63.5,57.0,1164.0,4.91,4.85,3.1,6,1
36959,0.41,Very Good,H,VVS1,62.0,56.0,1166.0,4.77,4.81,2.97,6,2
36960,0.62,Premium,J,VS2,61.2,59.0,1166.0,5.42,5.52,3.35,3,0
36961,0.37,Fair,F,IF,52.3,61.0,1166.0,4.96,4.91,2.58,7,4
36962,0.4,Ideal,E,VVS2,62.4,59.0,1166.0,4.7,4.73,2.94,5,5
36963,0.5,Ideal,J,VS2,62.0,56.0,1166.0,5.08,5.12,3.16,3,0
36964,0.53,Ideal,G,SI1,62.1,53.0,1166.0,5.22,5.27,3.26,2,3
36965,0.41,Good,E,VS1,63.9,53.0,1166.0,4.75,4.7,3.02,4,5
36966,0.46,Fair,D,VS1,67.3,61.0,1166.0,4.81,4.71,3.21,4,6
36967,0.72,Good,F,I1,63.6,58.0,1166.0,5.72,5.62,3.6,0,4
36968,0.39,Premium,D,VVS1,63.0,60.0,1167.0,4.63,4.61,2.91,6,6
36969,0.42,Very Good,E,VVS2,62.1,56.0,1167.0,4.79,4.82,2.98,5,5
36970,0.42,Very Good,E,VVS2,59.8,56.0,1167.0,4.9,4.92,2.94,5,5
36971,0.53,Very Good,E,SI2,63.1,58.0,1167.0,5.15,5.18,3.26,1,5
36972,0.5,Very Good,D,SI2,61.9,56.0,1167.0,5.09,5.14,3.16,1,6
36973,0.35,Premium,D,VVS1,60.8,58.0,1167.0,4.53,4.55,2.76,6,6
36974,0.35,Ideal,D,VVS1,61.5,57.0,1167.0,4.52,4.55,2.79,6,6
36975,0.31,Premium,D,IF,60.2,59.0,1167.0,4.39,4.42,2.65,7,6
36976,0.43,Good,F,VS1,61.4,61.1,1167.0,4.85,4.87,2.98,4,4
36977,0.4,Very Good,D,VVS2,62.6,55.0,1168.0,4.7,4.72,2.95,5,6
36978,0.61,Good,E,I1,63.4,57.1,1168.0,5.37,5.43,3.42,0,5
36979,0.4,Ideal,F,VVS1,61.4,56.0,1168.0,4.77,4.81,2.94,6,4
36980,0.4,Ideal,F,VVS1,61.8,58.0,1168.0,4.72,4.76,2.93,6,4
36981,0.4,Ideal,F,VVS1,62.3,54.0,1168.0,4.75,4.78,2.97,6,4
36982,0.4,Ideal,F,VVS1,61.9,55.0,1168.0,4.75,4.78,2.95,6,4
36983,0.4,Ideal,F,VVS1,61.7,55.0,1168.0,4.77,4.79,2.95,6,4
36984,0.31,Ideal,F,IF,61.4,56.0,1168.0,4.37,4.42,2.7,7,4
36985,0.31,Ideal,F,IF,61.0,56.0,1168.0,4.38,4.41,2.68,7,4
36986,0.46,Good,F,VS1,59.9,61.9,1168.0,5.02,5.06,3.01,4,4
36987,0.46,Good,F,VS1,61.6,62.2,1168.0,4.84,5.0,3.04,4,4
36988,0.41,Very Good,F,VVS1,63.7,54.0,1169.0,4.71,4.74,3.01,6,4
36989,0.5,Good,D,SI1,63.5,57.0,1169.0,5.05,5.09,3.22,2,6
36990,0.43,Ideal,F,VVS2,62.2,55.0,1169.0,4.83,4.85,3.01,5,4
36991,0.43,Premium,F,VVS2,61.6,60.0,1169.0,4.82,4.86,2.98,5,4
36992,0.43,Ideal,F,VVS2,61.9,56.0,1169.0,4.82,4.87,3.0,5,4
36993,0.43,Ideal,F,VVS2,61.9,56.0,1169.0,4.82,4.84,2.99,5,4
36994,0.43,Ideal,F,VVS2,61.8,57.0,1169.0,4.83,4.85,2.99,5,4
36995,0.51,Ideal,F,SI2,60.5,55.0,1169.0,5.17,5.21,3.14,1,4
36996,0.41,Good,E,VVS1,60.4,61.0,1169.0,4.76,4.81,2.89,6,5
36997,0.43,Ideal,H,VVS1,62.3,54.0,1169.0,4.85,4.84,3.02,6,2
36998,0.63,Premium,E,SI2,58.9,59.0,1169.0,5.64,5.6,3.31,1,5
36999,0.6,Premium,H,SI1,62.4,58.0,1170.0,5.4,5.34,3.35,2,2
37000,0.5,Very Good,G,SI1,62.8,55.0,1170.0,5.03,5.07,3.17,2,3
37001,0.51,Good,E,SI1,63.6,59.0,1170.0,5.13,5.06,3.24,2,5
37002,0.52,Ideal,G,SI2,61.5,56.0,1170.0,5.15,5.19,3.18,1,3
37003,0.54,Ideal,I,SI1,60.0,59.0,1170.0,5.29,5.31,3.18,2,1
37004,0.54,Ideal,I,SI1,62.4,55.0,1170.0,5.19,5.23,3.25,2,1
37005,0.52,Good,F,SI2,61.5,60.5,1170.0,5.11,5.16,3.16,1,4
37006,0.39,Ideal,D,VS1,61.9,57.0,1170.0,4.71,4.69,2.91,4,6
37007,0.32,Ideal,E,IF,62.6,55.0,1170.0,4.41,4.38,2.75,7,5
37008,0.38,Ideal,D,VS1,62.4,56.0,1170.0,4.68,4.64,2.91,4,6
37009,0.32,Ideal,E,IF,61.9,56.0,1170.0,4.42,4.4,2.73,7,5
37010,0.32,Premium,E,IF,61.6,58.0,1170.0,4.39,4.38,2.7,7,5
37011,0.39,Ideal,D,VS1,62.0,57.0,1170.0,4.71,4.67,2.91,4,6
37012,0.51,Ideal,E,SI2,63.0,56.0,1170.0,5.14,5.12,3.23,1,5
37013,0.39,Premium,G,VVS1,59.9,59.0,1170.0,4.75,4.73,2.84,6,3
37014,0.39,Premium,G,VVS1,60.4,59.0,1170.0,4.75,4.72,2.86,6,3
37015,0.39,Ideal,D,VS1,60.3,56.0,1170.0,4.77,4.71,2.86,4,6
37016,0.52,Very Good,G,SI1,63.5,58.0,1170.0,5.14,5.1,3.25,2,3
37017,0.48,Premium,F,SI1,61.1,61.0,1170.0,5.05,5.0,3.07,2,4
37018,0.5,Very Good,G,SI1,60.8,63.0,1171.0,5.08,5.11,3.1,2,3
37019,0.57,Very Good,G,SI2,60.5,56.0,1171.0,5.41,5.44,3.28,1,3
37020,0.32,Very Good,D,IF,62.0,56.0,1171.0,4.39,4.43,2.73,7,6
37021,0.53,Ideal,G,SI2,61.6,55.0,1171.0,5.2,5.25,3.22,1,3
37022,0.46,Very Good,G,VS2,61.3,56.0,1172.0,4.98,5.0,3.06,3,3
37023,0.4,Ideal,G,VVS2,61.5,57.0,1172.0,4.74,4.76,2.92,5,3
37024,0.55,Very Good,J,VS2,61.7,54.0,1172.0,5.29,5.34,3.28,3,0
37025,0.56,Good,E,SI2,63.5,57.0,1172.0,5.21,5.24,3.32,1,5
37026,0.51,Good,G,SI1,63.7,55.0,1172.0,5.07,5.1,3.24,2,3
37027,0.41,Good,F,VVS2,58.6,60.0,1172.0,4.83,4.87,2.84,5,4
37028,0.5,Premium,H,SI1,62.9,58.0,1172.0,5.04,5.01,3.16,2,2
37029,0.5,Premium,F,SI2,61.4,61.0,1172.0,5.14,5.09,3.14,1,4
37030,0.52,Very Good,E,SI2,62.7,56.0,1173.0,5.07,5.1,3.19,1,5
37031,0.57,Very Good,I,SI1,61.8,57.0,1173.0,5.31,5.34,3.29,2,1
37032,0.4,Very Good,G,IF,62.3,59.0,1173.0,4.67,4.7,2.92,7,3
37033,0.4,Very Good,G,IF,61.8,58.0,1173.0,4.69,4.73,2.91,7,3
37034,0.58,Very Good,F,SI2,63.0,56.0,1173.0,5.34,5.26,3.34,1,4
37035,0.46,Premium,E,VS2,61.5,60.0,1173.0,4.95,4.91,3.03,3,5
37036,0.46,Premium,E,VS2,58.5,61.0,1173.0,5.1,5.05,2.97,3,5
37037,0.38,Ideal,D,VVS1,62.0,57.0,1173.0,4.6,4.69,2.88,6,6
37038,0.53,Ideal,I,VS2,61.9,54.0,1173.0,5.21,5.23,3.23,3,1
37039,0.56,Ideal,G,SI2,61.9,54.0,1173.0,5.29,5.34,3.29,1,3
37040,0.55,Ideal,G,SI2,62.1,56.0,1173.0,5.25,5.28,3.27,1,3
37041,0.54,Ideal,F,SI2,61.0,56.0,1173.0,5.24,5.29,3.21,1,4
37042,0.57,Ideal,I,SI1,62.5,55.0,1173.0,5.28,5.32,3.31,2,1
37043,0.53,Premium,G,SI2,60.8,58.0,1173.0,5.21,5.19,3.16,1,3
37044,0.5,Ideal,G,SI1,62.2,56.0,1173.0,5.13,5.08,3.17,2,3
37045,0.49,Very Good,D,SI1,58.6,60.0,1174.0,5.14,5.2,3.03,2,6
37046,0.53,Very Good,E,SI2,63.0,57.0,1174.0,5.13,5.16,3.24,1,5
37047,0.34,Ideal,D,VVS2,61.3,56.0,1174.0,4.48,4.52,2.76,5,6
37048,0.34,Ideal,F,VVS1,61.6,56.0,1174.0,4.5,4.53,2.78,6,4
37049,0.34,Ideal,F,VVS1,61.1,56.0,1174.0,4.5,4.53,2.76,6,4
37050,0.33,Ideal,E,VVS1,61.2,55.0,1174.0,4.48,4.51,2.75,6,5
37051,0.61,Fair,J,VS2,58.2,56.0,1174.0,5.74,5.49,3.27,3,0
37052,0.52,Very Good,E,SI2,62.4,59.0,1175.0,5.13,5.16,3.21,1,5
37053,0.56,Very Good,I,SI1,61.8,56.0,1175.0,5.22,5.3,3.25,2,1
37054,0.52,Very Good,H,SI1,59.3,59.0,1175.0,5.25,5.28,3.12,2,2
37055,0.55,Ideal,F,SI2,62.4,56.0,1175.0,5.22,5.26,3.27,1,4
37056,0.55,Ideal,F,SI2,62.3,57.0,1175.0,5.22,5.27,3.27,1,4
37057,0.55,Ideal,F,SI2,61.2,56.0,1175.0,5.23,5.29,3.22,1,4
37058,0.55,Good,H,SI1,63.6,55.0,1175.0,5.18,5.23,3.31,2,2
37059,0.55,Premium,F,SI2,60.6,58.0,1175.0,5.28,5.31,3.21,1,4
37060,0.64,Ideal,G,SI2,62.2,53.0,1175.0,5.54,5.56,3.45,1,3
37061,0.51,Ideal,G,SI1,61.5,54.0,1175.0,5.17,5.21,3.19,2,3
37062,0.5,Fair,H,VS2,65.1,59.0,1175.0,5.02,5.06,3.28,3,2
37063,0.73,Fair,I,I1,66.1,58.0,1175.0,5.63,5.5,3.68,0,1
37064,0.5,Very Good,I,VS2,61.7,58.0,1176.0,5.08,5.13,3.15,3,1
37065,0.42,Ideal,E,VVS1,61.8,56.0,1176.0,4.81,4.83,2.98,6,5
37066,0.52,Ideal,F,SI2,61.4,56.0,1176.0,5.18,5.21,3.19,1,4
37067,0.38,Ideal,E,VVS2,61.6,55.0,1176.0,4.72,4.67,2.89,5,5
37068,0.33,Ideal,D,VVS1,61.0,55.0,1176.0,4.52,4.47,2.74,6,6
37069,0.38,Ideal,E,VVS2,62.2,56.0,1176.0,4.65,4.58,2.87,5,5
37070,0.38,Ideal,E,VVS2,61.9,57.0,1176.0,4.65,4.63,2.87,5,5
37071,0.38,Ideal,E,VVS2,61.6,55.0,1176.0,4.66,4.63,2.86,5,5
37072,0.57,Premium,J,VS2,60.2,62.0,1176.0,5.4,5.33,3.23,3,0
37073,0.57,Premium,F,SI2,61.7,59.0,1176.0,5.34,5.31,3.29,1,4
37074,0.57,Premium,F,SI2,61.4,56.0,1176.0,5.38,5.29,3.28,1,4
37075,0.56,Premium,G,SI1,61.7,58.0,1176.0,5.31,5.29,3.27,2,3
37076,0.42,Premium,F,VS1,62.7,61.0,1176.0,4.77,4.74,2.98,4,4
37077,0.56,Fair,F,SI1,61.6,61.0,1176.0,5.38,5.21,3.26,2,4
37078,0.5,Fair,E,SI1,65.0,58.0,1176.0,4.98,4.9,3.21,2,5
37079,0.38,Ideal,E,VVS2,62.0,57.0,1176.0,4.62,4.61,2.86,5,5
37080,0.51,Premium,E,SI2,61.8,58.0,1177.0,5.08,5.11,3.15,1,5
37081,0.51,Ideal,E,SI2,62.7,53.0,1177.0,5.09,5.12,3.2,1,5
37082,0.42,Ideal,E,VS1,60.6,57.0,1177.0,4.84,4.86,2.94,4,5
37083,0.44,Ideal,H,IF,61.9,54.0,1177.0,4.9,4.95,3.05,7,2
37084,0.44,Ideal,H,IF,61.4,55.0,1177.0,4.92,4.95,3.03,7,2
37085,0.41,Ideal,D,VS2,59.7,57.0,1177.0,4.87,4.84,2.9,3,6
37086,0.41,Ideal,D,VS2,61.7,55.0,1177.0,4.8,4.76,2.95,3,6
37087,0.45,Ideal,H,VVS1,61.8,57.0,1178.0,4.92,4.95,3.05,6,2
37088,0.5,Ideal,H,SI1,62.0,56.0,1178.0,5.09,5.12,3.16,2,2
37089,0.54,Ideal,H,SI1,62.1,56.0,1178.0,5.18,5.26,3.24,2,2
37090,0.47,Ideal,I,IF,62.2,55.0,1178.0,4.99,5.01,3.11,7,1
37091,0.5,Very Good,H,VS2,61.8,63.0,1178.0,5.08,5.05,3.13,3,2
37092,0.5,Premium,D,SI2,58.5,60.0,1178.0,5.21,5.19,3.04,1,6
37093,0.46,Very Good,G,VS1,61.4,59.7,1179.0,4.94,4.97,3.05,4,3
37094,0.56,Very Good,H,SI1,61.2,57.0,1179.0,5.28,5.31,3.24,2,2
37095,0.42,Ideal,G,VVS1,61.1,56.0,1179.0,4.82,4.84,2.95,6,3
37096,0.42,Good,G,VVS1,63.6,55.0,1179.0,4.75,4.78,3.03,6,3
37097,0.42,Premium,G,VVS1,60.2,59.0,1179.0,4.82,4.84,2.91,6,3
37098,0.42,Ideal,G,VVS1,61.6,55.0,1179.0,4.82,4.85,2.98,6,3
37099,0.42,Ideal,G,VVS1,61.4,56.0,1179.0,4.81,4.83,2.96,6,3
37100,0.42,Ideal,D,VS1,62.1,56.0,1179.0,4.78,4.82,2.98,4,6
37101,0.42,Premium,G,VVS1,59.8,58.0,1179.0,4.85,4.88,2.91,6,3
37102,0.42,Premium,G,VVS1,59.3,59.0,1179.0,4.9,4.92,2.91,6,3
37103,0.42,Ideal,G,VVS1,60.6,56.0,1179.0,4.86,4.88,2.95,6,3
37104,0.39,Ideal,E,VVS1,60.4,56.0,1179.0,4.76,4.78,2.88,6,5
37105,0.42,Ideal,G,VVS1,61.7,55.0,1179.0,4.78,4.84,2.97,6,3
37106,0.29,Very Good,E,VS1,60.4,58.0,499.0,4.28,4.33,2.6,4,5
37107,0.3,Very Good,E,SI1,60.9,58.0,499.0,4.31,4.33,2.63,2,5
37108,0.3,Ideal,F,SI1,62.2,54.2,499.0,4.31,4.34,2.69,2,4
37109,0.3,Ideal,F,SI1,62.0,55.1,499.0,4.29,4.32,2.67,2,4
37110,0.3,Ideal,E,SI1,62.1,58.0,499.0,4.27,4.29,2.66,2,5
37111,0.3,Ideal,E,SI1,61.1,57.0,499.0,4.3,4.34,2.64,2,5
37112,0.3,Ideal,E,SI1,62.4,57.0,499.0,4.27,4.29,2.67,2,5
37113,0.3,Ideal,E,SI1,61.6,54.0,499.0,4.32,4.35,2.67,2,5
37114,0.3,Ideal,E,SI1,62.3,56.0,499.0,4.29,4.32,2.68,2,5
37115,0.3,Ideal,E,SI1,62.3,57.0,499.0,4.29,4.31,2.68,2,5
37116,0.3,Ideal,E,SI1,61.7,58.0,499.0,4.29,4.3,2.65,2,5
37117,0.3,Ideal,E,SI1,62.1,56.0,499.0,4.31,4.36,2.69,2,5
37118,0.3,Ideal,E,SI1,62.2,55.0,499.0,4.29,4.33,2.68,2,5
37119,0.24,Good,E,VVS1,63.8,56.0,499.0,3.95,3.98,2.53,6,5
37120,0.26,Good,F,VS1,63.1,57.0,499.0,4.04,4.07,2.56,4,4
37121,0.32,Ideal,J,SI1,62.3,57.0,499.0,4.44,4.33,2.73,2,0
37122,0.23,Very Good,E,VVS1,60.8,56.0,499.0,3.94,3.99,2.41,6,5
37123,0.23,Very Good,D,VVS2,59.6,61.0,499.0,3.99,4.03,2.39,5,6
37124,0.25,Very Good,I,VVS2,62.1,56.0,500.0,4.03,4.05,2.51,5,1
37125,0.31,Ideal,G,VS2,60.8,56.0,500.0,4.4,4.42,2.68,3,3
37126,0.27,Ideal,H,VS1,62.3,54.0,500.0,4.16,4.19,2.6,4,2
37127,0.27,Ideal,H,VS1,62.2,55.0,500.0,4.15,4.18,2.59,4,2
37128,0.23,Premium,H,VVS2,59.2,61.0,500.0,4.04,4.0,2.38,5,2
37129,0.31,Very Good,F,VS2,62.1,54.0,500.0,4.34,4.39,2.71,3,4
37130,0.31,Very Good,F,VS2,62.7,57.0,500.0,4.31,4.36,2.72,3,4
37131,0.3,Good,F,SI1,63.6,55.0,500.0,4.28,4.33,2.74,2,4
37132,0.3,Good,F,SI1,63.5,57.0,500.0,4.24,4.27,2.7,2,4
37133,0.3,Good,F,SI1,63.5,59.0,500.0,4.19,4.22,2.67,2,4
37134,0.3,Good,F,SI1,63.5,57.0,500.0,4.21,4.26,2.69,2,4
37135,0.42,Premium,D,VS1,60.8,59.0,1179.0,4.79,4.85,2.93,4,6
37136,0.42,Ideal,D,VS1,61.1,57.0,1179.0,4.81,4.84,2.95,4,6
37137,0.42,Ideal,D,VS1,61.5,54.0,1179.0,4.79,4.84,2.96,4,6
37138,0.42,Ideal,G,VVS1,61.6,55.0,1179.0,4.81,4.87,2.98,6,3
37139,0.42,Premium,D,VS1,60.8,60.0,1179.0,4.84,4.87,2.95,4,6
37140,0.42,Ideal,G,VVS1,61.1,56.0,1179.0,4.82,4.87,2.96,6,3
37141,0.42,Ideal,G,VVS1,60.0,57.0,1179.0,4.84,4.86,2.91,6,3
37142,0.42,Ideal,G,VVS1,61.2,57.0,1179.0,4.78,4.82,2.94,6,3
37143,0.42,Premium,G,VVS1,62.7,58.0,1179.0,4.74,4.79,2.99,6,3
37144,0.45,Very Good,F,VS1,62.1,59.0,1179.0,4.85,4.81,3.0,4,4
37145,0.42,Ideal,G,VVS1,61.2,56.0,1179.0,4.85,4.86,2.97,6,3
37146,0.51,Premium,I,VS2,62.9,55.0,1179.0,5.12,5.08,3.21,3,1
37147,0.46,Good,G,VS1,59.5,61.4,1179.0,4.95,5.0,2.96,4,3
37148,0.37,Ideal,E,VVS1,61.5,56.0,1179.0,4.64,4.59,2.84,6,5
37149,0.49,Premium,F,SI1,58.7,60.0,1179.0,5.2,5.15,3.04,2,4
37150,0.51,Good,D,SI2,63.9,55.0,1180.0,5.04,5.1,3.24,1,6
37151,0.45,Good,H,VVS1,56.8,64.0,1180.0,5.08,4.99,2.86,6,2
37152,0.51,Good,D,SI2,63.8,56.0,1180.0,5.07,5.09,3.24,1,6
37153,0.41,Ideal,F,VS1,61.5,55.0,1180.0,4.8,4.83,2.96,4,4
37154,0.41,Ideal,F,VS1,61.7,56.0,1180.0,4.76,4.79,2.94,4,4
37155,0.4,Ideal,E,VS1,59.2,62.0,1180.0,4.8,4.83,2.85,4,5
37156,0.5,Ideal,G,SI2,60.7,56.0,1180.0,5.13,5.18,3.13,1,3
